CDPHId,ProductName,CSFId,CSF,CompanyId,CompanyName,BrandName,PrimaryCategoryId,PrimaryCategory,SubCategoryId,SubCategory,CasId,CasNumber,ChemicalId,ChemicalName,InitialDateReported,MostRecentDateReported,DiscontinuedDate,ChemicalCreatedAt,ChemicalUpdatedAt,ChemicalDateRemoved,ChemicalCount,DayNightUsage,SkinType,MaximumUsageDuration,ProductVolume,ProductRating,ReviewCount,ProductForm,TargetDemographic,IngredientCount,PackagingType,RecyclablePackaging,Certifications
40265,Blue Realm Velvet Eye Shadow,62497.0,Enlighten,1332,Stila Style LLC.,Stila Styles LLC,44,Makeup Products (non-permanent),48,Eye Shadow,894,14807-96-6,65901,Talc,11/01/2019,11/01/2019,2000-01-01,11/01/2019,11/01/2019,2000-01-01,2,Night,Oily,24 months,15g,4.0,438.0,gel,Teens,29.0,box,No,None
39156,Colour Gloss Soak Off Gel Nail Colour - Summer Crushin',,,1035,Nail Alliance - Entity,Artistic,59,Nail Products,168,UV Gel Nail Polish,776,13463-67-7,64254,"Silica, crystalline (airborne particles of respirable size)",09/09/2019,09/09/2019,2000-01-01,09/09/2019,09/09/2019,2000-01-01,2,Day,Normal,12 months,100ml,4.0,4915.0,liquid,Teens,27.0,jar,Yes,Organic
15173,Line & Define Lip Pencil,21587.0,Red,562,The Boots Company PLC,No7,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,23367,Titanium dioxide,08/25/2010,11/01/2013,2000-01-01,08/25/2010,08/25/2010,2000-01-01,1,Day,Sensitive,36 months,30g,2.0,831.0,cream,Teens,27.0,box,Yes,None
3693,Curl Lock Shampoo,,,165,Regis Corporation,Regis Design Line,18,Hair Care Products (non-coloring),25,Hair Shampoos (making a cosmetic claim) ,333,50-00-0,6527,Formaldehyde (gas),10/12/2009,02/05/2014,01/01/2013,10/12/2009,02/05/2014,10/13/2009,3,Day,Dry,24 months,30g,5.0,2100.0,cream,Teens,10.0,box,Yes,Vegan
32461,Sweet Morning Dew,,,1033,"Nail Alliance, LLC",Harmony,59,Nail Products,65,Nail Polish and Enamel,656,13463-67-7,52269,Titanium dioxide,12/18/2017,12/18/2017,2000-01-01,12/18/2017,12/18/2017,2000-01-01,1,Night,Dry,36 months,100ml,4.0,3549.0,gel,Adults,6.0,box,Yes,None
19401,Concentrated Calming Lotion,28928.0,Clean Skin,887,"Demeter Fragrance Library, Inc.",Demeter,90,Skin Care Products ,102,Skin Moisturizers (making a cosmetic claim),893,79-81-2,29459,Vitamin A palmitate,02/04/2013,02/04/2013,2000-01-01,02/04/2013,02/04/2013,2000-01-01,1,Both,Sensitive,36 months,30g,3.0,1580.0,liquid,Teens,18.0,tube,No,None
12472,Ivresse Gel Parfum� pour le Bain et la Douche / Ivresse Bath and Shower Gel parfum�,23263.0,Ivresse,593,Lise Watier Cosm�tiques Inc.,Lise Watier Cosm�tiques Inc.,6,Bath Products,159,Body Washes and Soaps,162,68603-42-9,18813,Cocamide diethanolamine,06/15/2010,12/30/2010,11/11/2005,06/15/2010,06/15/2010,2000-01-01,1,Day,Dry,12 months,50ml,4.0,3201.0,cream,Teens,7.0,tube,No,Organic
14924,Retinol Body Lotion,27906.0,Fragrance,710,"Vitamin World, Inc.",Vitamin World,90,Skin Care Products ,101,Skin Fresheners,773,13463-67-7,22905,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.",07/27/2010,06/06/2012,2000-01-01,07/27/2010,07/27/2010,2000-01-01,2,Both,Sensitive,12 months,200ml,3.0,534.0,cream,Men,9.0,tube,No,None
22821,Color Intense Lipstick,35026.0,#258-Pansy,1049,Japonesque,MUA,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,34716,Titanium dioxide,04/21/2014,07/31/2019,2000-01-01,04/21/2014,04/21/2014,2000-01-01,1,Both,Dry,24 months,200ml,4.0,4413.0,powder,Children,7.0,jar,No,Eco-Friendly
36859,JILLSTUART blend blush blossom,58842.0,08,1031,"KOS� America, Inc.",JILL STUART,44,Makeup Products (non-permanent),45,Blushes ,656,13463-67-7,60222,Titanium dioxide,03/26/2019,03/26/2019,2000-01-01,03/26/2019,03/26/2019,2000-01-01,1,Both,Sensitive,12 months,100ml,2.0,1283.0,solid,Adults,17.0,tube,No,Eco-Friendly
8027,Extreme Sheen High Shine Lip Gloss,12425.0,Lush,361,"Kingdom Animalia, LLC.",Hourglass Cosmetics,44,Makeup Products (non-permanent),52,Lip Gloss/Shine,656,13463-67-7,12579,Titanium dioxide,12/09/2009,09/07/2016,2000-01-01,12/09/2009,09/07/2016,09/07/2016,1,Both,Dry,24 months,15g,4.0,4484.0,solid,Teens,11.0,box,Yes,None
22678,Lip Quickie,33998.0,Candied Cherry,84,"Bare Escentuals Beauty, Inc.",bareMinerals,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,34428,Titanium dioxide,04/01/2014,03/29/2016,2000-01-01,04/01/2014,04/01/2014,2000-01-01,1,Day,Dry,24 months,15g,3.0,2081.0,liquid,Men,17.0,jar,Yes,Vegan
33903,ARTIST COLOR SHADOW HIGH IMPACT POWDER,51896.0,M518,1231,MAKE UP FOR EVER,MAKE UP FOR EVER,44,Makeup Products (non-permanent),48,Eye Shadow,1104,1333-86-4,64045,Carbon black,08/13/2018,09/06/2019,2000-01-01,09/06/2019,09/06/2019,2000-01-01,2,Night,Oily,36 months,15g,5.0,86.0,solid,Men,19.0,bottle,Yes,None
10626,lipstick,15895.0,coral,402,Caleel+Hayden,glominerals,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,15767,Titanium dioxide,03/29/2010,12/30/2010,2000-01-01,03/29/2010,03/29/2010,2000-01-01,1,Both,Oily,12 months,100ml,4.0,4438.0,solid,Teens,13.0,jar,No,Eco-Friendly
33138,"Too Faced Melted Latex Liquified High Shine Lipstick - Love U, Mean It",49642.0,CI 19140,1213,Too Faced Cosmetics,Too Faced Cosmetics,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",1001,12001-26-2,53507,Mica,05/23/2018,05/23/2018,12/01/2017,05/23/2018,05/23/2018,2000-01-01,2,Night,Sensitive,36 months,15g,1.0,3899.0,cream,Adults,19.0,jar,Yes,None
3176,L'Oreal True Match Super-Blendable Concealer,6500.0,Fair Light Warm,67,L'Oreal USA,L'Oreal,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,5586,Titanium dioxide,10/09/2009,12/30/2010,2000-01-01,10/09/2009,10/09/2009,2000-01-01,1,Both,Normal,36 months,30g,5.0,1585.0,cream,Children,27.0,tube,No,None
21754,Elizabeth Arden Beautiful Color Lipstick,32323.0,MINK,69,"Elizabeth Arden, Inc.",Elizabeth Arden,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,33119,Titanium dioxide,12/13/2013,01/25/2017,2000-01-01,12/13/2013,12/13/2013,2000-01-01,1,Day,Normal,12 months,100ml,5.0,164.0,gel,Teens,17.0,box,No,Eco-Friendly
14779,Rouge Volumesse maximum volume effect lipstick SPF 21,20818.0,CARAMEL MAT,685,"Ventura International, Ltd",L'BEL,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",2,75-07-0,22481,Acetaldehyde,07/14/2010,12/30/2010,2000-01-01,07/20/2010,07/20/2010,07/20/2010,3,Both,Oily,12 months,50ml,2.0,793.0,cream,Men,24.0,box,No,Cruelty-Free
20462,CEDARWOOD SOAP,,,244,LABORATOIRES M&L SA (L'Occitane - Melvita),L'OCCITANE EN PROVENCE,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,31034,Titanium dioxide,08/08/2013,08/08/2013,2000-01-01,08/08/2013,08/08/2013,2000-01-01,1,Both,Dry,36 months,200ml,3.0,1543.0,liquid,Women,7.0,jar,No,None
37073,Sinful Colors New,59548.0,Pragmatic,23,Revlon Consumer Product Corporation,Sinful Colors,59,Nail Products,65,Nail Polish and Enamel,656,13463-67-7,60931,Titanium dioxide,04/16/2019,04/16/2019,2000-01-01,04/16/2019,04/16/2019,2000-01-01,1,Both,Sensitive,36 months,15g,4.0,4407.0,cream,Women,8.0,bottle,No,Vegan
2707,NYX GIRLS NAIL POLISH,7924.0,DISCO BALL,30,"NYX Los Angeles, Inc.",NYX,59,Nail Products,65,Nail Polish and Enamel,656,13463-67-7,4219,Titanium dioxide,10/07/2009,12/30/2010,2000-01-01,10/07/2009,10/07/2009,2000-01-01,2,Night,Normal,24 months,50ml,4.0,2538.0,solid,Children,11.0,jar,Yes,Cruelty-Free
34237,NARS Single Eyeshadow,55136.0,Exploit,352,Nars Cosmetics,NARS,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,55396,Titanium dioxide,09/19/2018,12/21/2018,2000-01-01,09/19/2018,09/19/2018,2000-01-01,1,Both,Sensitive,12 months,200ml,4.0,1117.0,powder,Children,24.0,box,No,None
10514,16 Hi-shine Lip Treatment Shade: Coral Spice,,,77,"Buth-na-Bodhaige, Inc",The Body Shop,44,Makeup Products (non-permanent),52,Lip Gloss/Shine,656,13463-67-7,15604,Titanium dioxide,03/23/2010,07/10/2013,07/10/2013,03/23/2010,03/23/2010,2000-01-01,1,Both,Dry,36 months,50ml,3.0,3550.0,cream,Adults,5.0,box,Yes,None
7001,Suave Juicy Tangerine Body Lotion,,,184,"Conopco, Inc.",Suave,90,Skin Care Products ,102,Skin Moisturizers (making a cosmetic claim),656,13463-67-7,12421,Titanium dioxide,11/18/2009,11/18/2009,2000-01-01,12/08/2009,12/08/2009,2000-01-01,1,Both,Sensitive,24 months,15g,1.0,218.0,solid,Children,17.0,jar,No,Eco-Friendly
36621,Micropigmentation Pigment,58196.0,Mahogany,76,LI Pigments,Forever Areola & Skin,111,Tattoos and Permanent Makeup,157,Tattoos and Permanent Makeup,656,13463-67-7,59913,Titanium dioxide,02/22/2019,02/22/2019,2000-01-01,02/22/2019,02/22/2019,2000-01-01,2,Both,Sensitive,24 months,200ml,5.0,3075.0,powder,Adults,15.0,tube,No,Eco-Friendly
15584,Rimmel - London Lasting Finish Lipstick,21779.0,Goddess,171,Coty,Rimmel - London,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,23904,Titanium dioxide,11/11/2010,09/11/2013,2000-01-01,11/11/2010,11/11/2010,2000-01-01,1,Both,Normal,36 months,100ml,3.0,1159.0,gel,Children,23.0,tube,No,None
27641,Light Fantastic Cellular Concealing Brightening Eye Treatment,42810.0,Shade 30,1081,"La Prairie, Inc.",La Prairie,44,Makeup Products (non-permanent),57,Makeup Fixatives,1011,119-61-9,45102,Benzophenone,02/03/2016,03/04/2016,2000-01-01,03/04/2016,03/04/2016,2000-01-01,2,Night,Oily,24 months,100ml,1.0,258.0,gel,Teens,8.0,box,No,Cruelty-Free
3871,Cool Mentha Hair & Body Sportswash,,,249,Molton Brown Ltd,Molton Brown,6,Bath Products,159,Body Washes and Soaps,162,68603-42-9,6998,Cocamide diethanolamine,10/13/2009,10/14/2009,2000-01-01,10/13/2009,05/10/2010,05/10/2010,0,Night,Sensitive,24 months,50ml,2.0,918.0,solid,Women,3.0,jar,No,Eco-Friendly
33121,H2O gloss lip gloss,49613.0,sundress,224,Tarte Cosmetics,tarte,44,Makeup Products (non-permanent),52,Lip Gloss/Shine,656,13463-67-7,53475,Titanium dioxide,05/21/2018,05/21/2018,2000-01-01,05/21/2018,05/21/2018,2000-01-01,1,Night,Dry,24 months,100ml,3.0,3616.0,cream,Adults,10.0,jar,Yes,None
16499,Multifunctional Eye Shadow and Blush Kit,25318.0,TERRACOTA,685,"Ventura International, Ltd",L'BEL,44,Makeup Products (non-permanent),45,Blushes ,953,13463-67-7,25604,Talc,04/14/2011,04/14/2011,2000-01-01,04/14/2011,04/14/2011,2000-01-01,2,Night,Oily,24 months,30g,5.0,3514.0,powder,Men,29.0,tube,Yes,None
960,Liner Shadow,45017.0,Blueberry,84,"Bare Escentuals Beauty, Inc.",bareMinerals,44,Makeup Products (non-permanent),46,Eyeliner/Eyebrow Pencils,656,13463-67-7,1047,Titanium dioxide,09/15/2009,09/02/2016,2000-01-01,09/15/2009,09/02/2016,2000-01-01,1,Night,Sensitive,12 months,50ml,5.0,3506.0,liquid,Women,14.0,tube,Yes,None
2986,Bronze Wash Foundation,,,188,Aloette Cosmetics Inc.,Aloette,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,4997,Titanium dioxide,10/08/2009,08/13/2013,2000-01-01,10/08/2009,10/08/2009,2000-01-01,1,Night,Oily,36 months,100ml,5.0,1081.0,gel,Adults,3.0,box,Yes,None
25388,"ECRIN 1 COULEUR - LONG-LASTING EYESHADOW, SILKY POWDER",38339.0,12 PINK PONG,298,GUERLAIN,GUERLAIN,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,39249,Titanium dioxide,02/04/2015,10/14/2016,2000-01-01,02/04/2015,02/04/2015,2000-01-01,2,Day,Normal,12 months,50ml,4.0,4853.0,cream,Women,7.0,box,Yes,Eco-Friendly
32972,Biore Designer Pore Strips Pink Lemonade,,,189,Kao USA Inc.,Biore,90,Skin Care Products ,105,Other Skin Care Product,656,13463-67-7,53220,Titanium dioxide,05/02/2018,05/02/2018,2000-01-01,05/02/2018,05/02/2018,2000-01-01,1,Both,Sensitive,12 months,50ml,3.0,1749.0,solid,Teens,3.0,jar,Yes,Organic
19511,Eyeshadow Primer,,,164,Palladio Beauty Group,Palladio,44,Makeup Products (non-permanent),50,Foundations and Bases,938,13463-67-7,29661,Retinyl palmitate,02/13/2013,02/13/2013,2000-01-01,02/13/2013,02/13/2013,2000-01-01,1,Both,Dry,36 months,15g,3.0,28.0,cream,Men,7.0,bottle,Yes,None
1370,Blush Refill,30899.0,317,71,"Sunrider Manufacturing, L.P.",Kandesn,44,Makeup Products (non-permanent),45,Blushes ,776,13463-67-7,1500,"Silica, crystalline (airborne particles of respirable size)",09/21/2009,09/19/2013,2000-01-01,09/21/2009,09/21/2009,2000-01-01,2,Both,Normal,12 months,200ml,3.0,2281.0,cream,Women,29.0,bottle,No,Vegan
11701,Skin Tint FX,16450.0,M Light,542,Cover FX Skin Care Inc.,Cover FX,44,Makeup Products (non-permanent),50,Foundations and Bases,773,79-81-2,17082,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.",05/31/2010,08/20/2013,05/01/2013,05/31/2010,05/31/2010,2000-01-01,2,Day,Dry,36 months,50ml,3.0,3863.0,powder,Children,28.0,bottle,Yes,Eco-Friendly
8156,Rouge Hydrabase Creme Lipstick,12998.0,Leopard,27,"CHANEL, INC",CHANEL,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,12785,Titanium dioxide,12/10/2009,12/30/2010,2000-01-01,12/10/2009,12/10/2009,2000-01-01,1,Day,Oily,12 months,15g,4.0,4514.0,solid,Teens,23.0,tube,No,Eco-Friendly
24532,NARS Velvet Gloss Lip Pencil,37793.0,Cyth�re,352,Nars Cosmetics,NARS,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,37858,Titanium dioxide,12/23/2014,12/23/2014,2000-01-01,12/23/2014,12/23/2014,2000-01-01,1,Day,Dry,12 months,50ml,1.0,2704.0,powder,Children,1.0,tube,No,Eco-Friendly
38992,Perfect Dip - Dip System - Dip Powder - Cream - Shaded Not Jaded,,,1035,Nail Alliance - Entity,Artistic,59,Nail Products,60,Artificial Nails and Related Products,656,13463-67-7,64030,Titanium dioxide,09/05/2019,09/05/2019,2000-01-01,09/05/2019,09/05/2019,2000-01-01,2,Both,Sensitive,12 months,15g,1.0,1357.0,powder,Teens,22.0,jar,Yes,Eco-Friendly
7876,Barrels of Root Beer Emollient Lip Shine,,,841,Philosophy,Philosophy,44,Makeup Products (non-permanent),52,Lip Gloss/Shine,293,140-67-0,12284,Estragole,12/07/2009,12/07/2009,2000-01-01,12/07/2009,12/07/2009,2000-01-01,1,Day,Normal,24 months,30g,5.0,1885.0,solid,Men,4.0,bottle,No,None
6650,Pucker Up MediLip Lip Balm SPF 30,,,1093,Arcadia Beauty Labs LLC,Pucker Ups,44,Makeup Products (non-permanent),51,Lip Balm (making a cosmetic claim),656,13463-67-7,10595,Titanium dioxide,11/02/2009,05/06/2016,2000-01-01,11/02/2009,06/08/2010,2000-01-01,1,Both,Dry,24 months,30g,5.0,1680.0,solid,Women,29.0,jar,No,None
12226,Face Renewal Cream Sunscreen SPF 15,,,562,The Boots Company PLC,Boots Botanics,90,Skin Care Products ,102,Skin Moisturizers (making a cosmetic claim),656,13463-67-7,18349,Titanium dioxide,06/11/2010,10/16/2013,2000-01-01,06/11/2010,10/21/2011,2000-01-01,1,Day,Normal,12 months,30g,1.0,3546.0,powder,Teens,9.0,box,Yes,Organic
5125,Gold Bond Ultimate Comfort Body Powder,45375.0,Pure Zone Fragrance,60,"Chattem, Inc.",Gold Bond,90,Skin Care Products ,98,"Powders (excluding aftershave, baby powder, and makeup face powder)",773,13463-67-7,8899,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.",10/15/2009,10/18/2016,2000-01-01,10/15/2009,08/04/2015,2000-01-01,1,Day,Sensitive,36 months,15g,1.0,3941.0,powder,Men,29.0,jar,Yes,None
16444,NYC Blushable Creme Stick,24969.0,Plaza Pink,171,Coty,N.Y.C - New York Color,44,Makeup Products (non-permanent),45,Blushes ,773,79-81-2,25419,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.",04/05/2011,02/04/2019,2000-01-01,04/05/2011,04/05/2011,2000-01-01,2,Night,Normal,36 months,50ml,5.0,1917.0,liquid,Adults,2.0,tube,Yes,None
3266,ROUGE A LEVRES HYDRATANT LONGUE TENUE / HYDRATING LONG LASTING LIPSTICK - all shades,6651.0,L14,144,C.F.E.B. SISLEY,SISLEY - PARIS,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,5841,Titanium dioxide,10/12/2009,12/30/2013,2000-01-01,10/12/2009,12/30/2013,12/30/2013,1,Both,Oily,12 months,50ml,5.0,354.0,cream,Men,18.0,jar,No,Cruelty-Free
27952,Lip Smacker Black Widow Lip Balm,,,24,"Markwins International, Markwins Beauty Products, Physicians Formula",Lip Smacker,44,Makeup Products (non-permanent),51,Lip Balm (making a cosmetic claim),656,13463-67-7,45306,Titanium dioxide,03/15/2016,03/15/2016,2000-01-01,03/15/2016,03/15/2016,2000-01-01,1,Day,Normal,36 months,50ml,2.0,4601.0,cream,Men,10.0,bottle,Yes,None
7444,A.D NAIL ENAMEL CHARMING,,,288,Armand Dupree Inc.,Armand Dupree,59,Nail Products,65,Nail Polish and Enamel,656,13463-67-7,11611,Titanium dioxide,12/01/2009,12/01/2009,2000-01-01,12/01/2009,12/01/2009,2000-01-01,1,Both,Oily,12 months,30g,4.0,1190.0,powder,Children,17.0,bottle,Yes,None
19038,HONEY BRONZE 01 SHIMMER LIP BALM,28635.0,CI 77891,77,"Buth-na-Bodhaige, Inc",The Body Shop,44,Makeup Products (non-permanent),52,Lip Gloss/Shine,656,13463-67-7,29051,Titanium dioxide,12/11/2012,12/11/2012,2000-01-01,12/11/2012,12/11/2012,12/11/2012,0,Night,Sensitive,12 months,100ml,3.0,4622.0,cream,Men,24.0,jar,No,Vegan
7176,02 Eye Colour Shade: Radiant Graphite,12113.0,Titanium Dioxide,77,"Buth-na-Bodhaige, Inc",The Body Shop,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,11233,Titanium dioxide,11/26/2009,07/11/2013,07/11/2013,11/26/2009,11/26/2009,2000-01-01,1,Day,Sensitive,24 months,100ml,1.0,3214.0,gel,Teens,25.0,bottle,Yes,None
1999,Color Sensational Lipcolor,3081.0,Sweet Nectar,67,L'Oreal USA,Maybelline,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,2304,Titanium dioxide,09/30/2009,12/30/2010,2000-01-01,09/30/2009,09/30/2009,2000-01-01,1,Day,Normal,12 months,50ml,2.0,2722.0,liquid,Adults,13.0,tube,Yes,None
40355,REVLON WONDER WOMAN II EYE & FACE PALETTE LEGENDARY,62617.0,COURAGE,23,Revlon Consumer Product Corporation,REVLON,44,Makeup Products (non-permanent),172,Makeup Preparations,656,13463-67-7,66066,Titanium dioxide,11/11/2019,11/11/2019,2000-01-01,11/11/2019,11/11/2019,2000-01-01,1,Both,Normal,24 months,15g,2.0,2249.0,powder,Women,9.0,jar,Yes,Organic
8948,DOUBLE WEAR/Stay-in-Place Eye Pencil,14918.0,GRAPHITE,195,Estee Lauder Inc.,Estee Lauder,44,Makeup Products (non-permanent),46,Eyeliner/Eyebrow Pencils,656,13463-67-7,13847,Titanium dioxide,12/17/2009,12/30/2010,2000-01-01,12/17/2009,12/17/2009,2000-01-01,1,Both,Dry,24 months,30g,1.0,2382.0,cream,Women,21.0,tube,No,Vegan
28926,MATTE LIPSTICK,45057.0,410 HAVANA RED,77,"Buth-na-Bodhaige, Inc",The Body Shop,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,46949,Titanium dioxide,09/09/2016,09/09/2016,2000-01-01,09/09/2016,09/09/2016,2000-01-01,1,Night,Normal,36 months,50ml,4.0,1136.0,liquid,Women,25.0,box,Yes,None
1566,Sally Girl Eye Shadow Connecting Compacts - All Shades,2415.0,Lilac,1093,Arcadia Beauty Labs LLC,Sally Girl,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,1773,Titanium dioxide,09/24/2009,05/06/2016,2000-01-01,09/24/2009,09/24/2009,2000-01-01,1,Night,Sensitive,12 months,50ml,5.0,1654.0,solid,Children,6.0,tube,Yes,Organic
34247,The Icon Palette,54092.0,DISCO 2 ENHANCE,1154,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,44,Makeup Products (non-permanent),48,Eye Shadow,776,13463-67-7,55411,"Silica, crystalline (airborne particles of respirable size)",09/20/2018,09/24/2018,2000-01-01,09/20/2018,09/20/2018,2000-01-01,3,Night,Oily,12 months,200ml,4.0,4550.0,powder,Teens,28.0,bottle,Yes,Cruelty-Free
15115,Complexion Refining Foundation,21161.0,Nutmeg,562,The Boots Company PLC,Boots Botanics,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,23182,Titanium dioxide,08/20/2010,10/16/2013,2000-01-01,08/20/2010,08/20/2010,2000-01-01,1,Night,Dry,36 months,30g,4.0,655.0,solid,Men,23.0,bottle,Yes,Vegan
20780,Lash Lengthening Mascara,,,402,Caleel+Hayden,glominerals,44,Makeup Products (non-permanent),162,Mascara/Eyelash Products,893,79-81-2,31428,Vitamin A palmitate,09/06/2013,09/06/2013,2000-01-01,09/06/2013,09/06/2013,2000-01-01,2,Both,Oily,36 months,200ml,4.0,191.0,gel,Women,10.0,bottle,Yes,None
8190,CFUN LIPSTICK SPARK,,,288,Armand Dupree Inc.,Color Fun,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,12824,Titanium dioxide,12/10/2009,12/10/2009,2000-01-01,12/10/2009,12/10/2009,2000-01-01,1,Day,Oily,12 months,30g,1.0,3192.0,gel,Men,27.0,box,No,None
15456,10 ML LIPGLOSS TUBE,,,716,Added Extras LLC,Glee,44,Makeup Products (non-permanent),52,Lip Gloss/Shine,656,13463-67-7,23759,Titanium dioxide,10/19/2010,10/19/2010,2000-01-01,10/19/2010,10/19/2010,2000-01-01,1,Day,Oily,24 months,50ml,4.0,394.0,powder,Men,28.0,tube,Yes,None
22696,Prime Time Eyelid Primer,34074.0,Brightening,84,"Bare Escentuals Beauty, Inc.",bareMinerals,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,34446,Titanium dioxide,04/01/2014,04/01/2014,2000-01-01,04/01/2014,04/01/2014,2000-01-01,1,Night,Sensitive,36 months,30g,5.0,4228.0,gel,Teens,11.0,tube,No,Cruelty-Free
19394,Amazonian clay 12 hour blush,42204.0,deserving,224,Tarte Cosmetics,tarte,44,Makeup Products (non-permanent),45,Blushes ,656,13463-67-7,44082,Titanium dioxide,02/01/2013,02/04/2020,2000-01-01,11/20/2015,11/20/2015,2000-01-01,1,Night,Sensitive,36 months,100ml,3.0,2083.0,liquid,Men,26.0,box,Yes,Eco-Friendly
13910,ALL DAY LIPSTICK 121,,,609,AROMCA S.A,ERRE DUE,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,21498,Titanium dioxide,06/29/2010,06/29/2010,2000-01-01,06/29/2010,06/29/2010,2000-01-01,2,Both,Normal,12 months,30g,2.0,1999.0,solid,Teens,5.0,tube,Yes,Eco-Friendly
10087,Anti-Bacterial Moisturizing Hand Soap Pink Grapefruit,,,435,Bath & Body Works,Bath & Body Works,74,Personal Care Products,170,Hand Cleansers and Sanitizers,656,13463-67-7,15101,Titanium dioxide,02/02/2010,08/26/2013,2000-01-01,02/02/2010,12/05/2013,2000-01-01,1,Day,Normal,24 months,15g,1.0,3184.0,powder,Children,13.0,bottle,Yes,Eco-Friendly
34337,Power Play Concealer,54355.0,N Medium 1,1189,Cover FX Skincare Inc,Cover FX,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,55762,Titanium dioxide,10/12/2018,10/15/2018,2000-01-01,10/15/2018,10/15/2018,2000-01-01,1,Night,Dry,24 months,100ml,5.0,4152.0,solid,Men,28.0,jar,No,Eco-Friendly
4354,TEINT COMPACT EXPRESS / EXPRESS COMPACT FOUNDATION,8995.0,08,22,CLARINS S.A.,CLARINS PARIS,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,7866,Titanium dioxide,10/14/2009,12/30/2010,2000-01-01,10/14/2009,10/14/2009,2000-01-01,1,Day,Oily,12 months,30g,2.0,3128.0,solid,Adults,27.0,bottle,No,None
14419,Clarifying Mask,,,284,"Murad Skin Research Laboratories, Inc.","Murad, Inc.",90,Skin Care Products ,91,Acne Products (making a cosmetic claim),656,13463-67-7,22075,Titanium dioxide,06/30/2010,06/30/2010,2000-01-01,06/30/2010,06/30/2010,2000-01-01,1,Day,Sensitive,12 months,100ml,4.0,2603.0,gel,Children,20.0,box,Yes,Eco-Friendly
